n	part.num	weight	lambda	dist.1	dist.2	dist.3	dist.4	dist.5
11	13	0.0201222989	0.25258	0.11299	0.11653	0.11888	0.10854	0.11371
11	14	0.0201222989	1.3067	0.16736	0.1569	0.16275	0.15945	0.15537
11	15	0	5.39658	0.16827	0.18242	0.17287	0.1733	0.16922
11	16	0.0080489195	1.79118	0.1615	0.16551	0.16371	0.17211	0.1709
11	17	0	2.64009	0.17375	0.16684	0.16831	0.16939	0.17051
11	18	0.0120733793	2.02606	0.16989	0.16268	0.16601	0.16305	0.16398
11	19	0	3.55938	0.18199	0.16939	0.17285	0.16728	0.17427
11	20	0.0120733793	1.72621	0.16155	0.1662	0.16832	0.16706	0.1639
11	21	0	5.99925	0.17173	0.17013	0.17469	0.16957	0.17535
11	22	0	7.7021	0.1777	0.17862	0.18104	0.16978	0.17692
11	23	0.0201222989	0.26257	0.11636	0.12765	0.11741	0.11513	0.11604
11	24	0	3.22946	0.17223	0.18068	0.1651	0.16999	0.17226
11	25	0.0201222989	0.68132	0.15219	0.14445	0.15382	0.14069	0.14448
11	26	0.0201222989	0.97436	0.1512	0.1508	0.15612	0.16116	0.1494
11	27	0.0201222989	0.52168	0.13556	0.13709	0.14122	0.14749	0.13273
11	28	0.0042927571	2.56711	0.16777	0.16239	0.17031	0.16975	0.16663
11	29	0.0128782713	1.21974	0.15812	0.16045	0.15571	0.15225	0.15809
11	30	0.0201222989	1.21645	0.15814	0.16067	0.1513	0.15951	0.16162
11	31	0.0201222989	1.08441	0.15836	0.15634	0.16063	0.15019	0.15437
11	32	0.0040244598	2.7287	0.16406	0.1752	0.16226	0.17124	0.17495
11	33	0	4.99927	0.1746	0.17426	0.16982	0.17319	0.16999
11	34	0	4.26036	0.17417	0.17256	0.17006	0.18186	0.17744
11	35	0.0032195678	1.66126	0.16004	0.16188	0.15857	0.16101	0.16514
11	36	0.0201222989	1.00599	0.15797	0.15764	0.15341	0.15572	0.15298
11	37	0.0113187931	1.4099	0.16934	0.16345	0.16273	0.16651	0.15949
11	38	0.003772931	2.39367	0.16673	0.16769	0.16595	0.1634	0.17266
11	39	0.0100611494	1.71265	0.1564	0.16477	0.16518	0.16593	0.158
11	40	0.0201222989	1.54595	0.16095	0.16186	0.17376	0.15733	0.16265
11	41	0.0128782713	1.19767	0.15508	0.1664	0.15636	0.16225	0.16548
11	42	0.0150917241	1.2992	0.16144	0.16177	0.1612	0.16591	0.16259
11	43	0	3.87963	0.16851	0.16526	0.16995	0.17309	0.17652
11	44	0.0022894704	2.05463	0.16851	0.16194	0.17345	0.16908	0.15905
11	45	0.0160978391	1.47384	0.15561	0.16121	0.16362	0.15594	0.16245
11	46	0.0064391356	1.57089	0.15942	0.1606	0.16451	0.16312	0.16087
11	47	0.0201222989	0.67725	0.15483	0.14731	0.14645	0.14987	0.14338
11	48	0.0100611494	1.61533	0.16361	0.16555	0.16387	0.16174	0.16318
11	49	0.0120733793	1.71499	0.16144	0.16263	0.16276	0.16583	0.16399
11	50	0.0201222989	0.27744	0.11535	0.11586	0.13283	0.12009	0.11491
11	51	0.0051513085	2.56728	0.1631	0.16811	0.16544	0.16773	0.16191
11	52	0	2.56608	0.16818	0.16431	0.17067	0.16927	0.17502
11	53	0	3.62984	0.1803	0.16691	0.16701	0.16953	0.17707
11	54	0.0201222989	0.59725	0.14126	0.1445	0.1384	0.13907	0.13708
11	55	0	2.37805	0.17562	0.17013	0.16585	0.17131	0.16378
11	56	0	3.08568	0.17089	0.16702	0.1728	0.17039	0.17376
11	57	0	4.18466	0.16698	0.16844	0.17346	0.17911	0.1779
11	58	0.0025756543	2.97003	0.17606	0.16464	0.1664	0.17552	0.16166
11	59	0	2.14347	0.16709	0.16687	0.16691	0.16873	0.17367
11	60	0.0160978391	1.6856	0.16566	0.15815	0.1648	0.1666	0.16161
11	61	0.0201222989	0.67572	0.15141	0.14686	0.14779	0.14302	0.15385
11	62	0	5.73458	0.17766	0.17029	0.16942	0.1767	0.18026
11	63	0	2.30341	0.16938	0.1668	0.16744	0.16545	0.17185
11	64	0.0160978391	0.61944	0.14409	0.15192	0.15312	0.14068	0.15051
11	65	0.0201222989	0.47915	0.13237	0.13926	0.13036	0.1409	0.14261
11	66	0	3.14212	0.17167	0.17136	0.16699	0.17207	0.17546
11	67	0	4.52855	0.17498	0.17382	0.17211	0.17257	0.16814
11	68	0.0201222989	0.32459	0.1141	0.1203	0.12023	0.12692	0.12886
11	69	0	4.90199	0.17156	0.17107	0.17648	0.16923	0.17407
11	70	0.0201222989	0.11048	0.12269	0.11436	0.1167	0.11265	0.11323
11	71	0.0090550345	1.77719	0.17388	0.16639	0.16489	0.17837	0.15766
11	72	0	3.28273	0.17341	0.16676	0.17122	0.17797	0.17414
11	73	0.0201222989	0.56501	0.14466	0.13548	0.13958	0.1409	0.14198
11	74	0.0201222989	0.90132	0.14992	0.1586	0.14721	0.15055	0.15377
11	75	0	8.5494	0.17871	0.17364	0.17525	0.17845	0.17121
11	76	0.0160978391	1.55248	0.16075	0.15736	0.16008	0.16453	0.16021
11	77	0.0128782713	1.42172	0.16041	0.16428	0.16153	0.16071	0.16051
11	78	0.0060366897	1.8487	0.17569	0.16756	0.16588	0.16168	0.15828
11	79	0.0080489195	1.56808	0.1633	0.16543	0.1626	0.16279	0.15488
11	80	0.0201222989	1.20736	0.15791	0.16912	0.15788	0.15598	0.16286
11	81	0.0201222989	0.8909	0.15145	0.15042	0.14995	0.145	0.16303
11	82	0.0201222989	0.89562	0.14705	0.15564	0.14991	0.15035	0.15917
11	83	0.0201222989	0.37308	0.13101	0.13476	0.12927	0.12458	0.12548
11	84	0.0201222989	1.09667	0.15136	0.16103	0.15318	0.16022	0.16104
11	85	0.0020122299	2.11285	0.16412	0.16024	0.15943	0.16102	0.16669
11	86	0.0201222989	1.43835	0.16656	0.15554	0.16051	0.15516	0.17437
11	87	0.0201222989	1.24811	0.16235	0.15793	0.15469	0.17056	0.15567
11	88	0	3.76459	0.17217	0.16536	0.17736	0.17592	0.17134
11	89	0.0201222989	0.47433	0.13405	0.13147	0.13667	0.14152	0.1351
11	90	0.0201222989	1.09931	0.15394	0.15059	0.15041	0.15687	0.15615
11	91	0.0201222989	0.30034	0.11869	0.12207	0.12192	0.11518	0.12009
11	92	0.0120733793	1.48121	0.16011	0.16325	0.1599	0.15992	0.1612
11	93	0.0201222989	0.96351	0.15081	0.14956	0.17088	0.1564	0.15773
11	94	0	3.42735	0.17174	0.16569	0.17057	0.16713	0.17138
11	95	0	3.48745	0.16448	0.17431	0.16508	0.17998	0.17056
11	96	0	5.33731	0.17446	0.17545	0.17158	0.16917	0.16996
11	97	0.0201222989	0.11079	0.10713	0.11901	0.11856	0.12144	0.10241
11	98	0.0013414866	2.33945	0.16984	0.16735	0.16915	0.1691	0.16103
11	99	0.0160978391	1.61011	0.16222	0.15699	0.17186	0.16864	0.16281
11	100	0.0096587035	1.37747	0.16062	0.15526	0.15991	0.15633	0.16303
12	1	0.0038240557	1.53807	0.16298	0.16313	0.16015	0.15671	0.16247
12	2	0.0212447537	0.68742	0.15111	0.14928	0.14586	0.14612	0.1515
12	3	0.0212447537	1.05149	0.15815	0.15831	0.15203	0.15658	0.1585
12	4	0.0050987409	1.96219	0.17194	0.16946	0.17124	0.16419	0.16184
12	5	0.0015933565	2.22543	0.16752	0.1623	0.17765	0.16808	0.16799
12	6	0	4.48504	0.17757	0.17653	0.18023	0.16809	0.17382
12	7	0.0113305353	1.1768	0.15532	0.15305	0.15456	0.16791	0.15467
12	8	0	3.05864	0.17307	0.16908	0.16816	0.17832	0.16979
12	9	0	2.9368	0.16467	0.16667	0.17883	0.1708	0.1717
12	10	0.016995803	0.9815	0.1508	0.15472	0.16363	0.15742	0.15725
12	11	0	2.71022	0.16576	0.1655	0.16602	0.17591	0.16566
12	12	0.0063734261	1.61254	0.16905	0.16512	0.1614	0.16194	0.16399
12	13	0.0212447537	0.15403	0.11617	0.11431	0.10865	0.10922	0.10747
12	14	0.0212447537	1.3067	0.16736	0.1569	0.16275	0.15945	0.15537
12	15	0	5.39658	0.16827	0.18242	0.17287	0.1733	0.16922
12	16	0.0084979015	1.76671	0.163	0.16391	0.16065	0.16816	0.163
12	17	0	2.64009	0.17375	0.16684	0.16831	0.16939	0.17051
12	18	0.0063734261	1.84975	0.15798	0.16056	0.16362	0.17114	0.16042
12	19	0	3.55938	0.18199	0.16939	0.17285	0.16728	0.17427
12	20	0.0127468522	1.92237	0.16858	0.16293	0.1709	0.16592	0.1626
12	21	0	5.99925	0.17173	0.17013	0.17469	0.16957	0.17535
12	22	0	7.7021	0.1777	0.17862	0.18104	0.16978	0.17692
12	23	0.0212447537	0.22704	0.1095	0.1142	0.10954	0.11123	0.11015
12	24	0	3.22946	0.17223	0.18068	0.1651	0.16999	0.17226
12	25	0.0212447537	0.68132	0.15219	0.14445	0.15382	0.14069	0.14448
12	26	0.0212447537	0.97436	0.1512	0.1508	0.15612	0.16116	0.1494
12	27	0.0212447537	0.5674	0.14623	0.14523	0.14554	0.15119	0.13951
12	28	0.0045322141	2.56711	0.16777	0.16239	0.17031	0.16975	0.16663
12	29	0.0135966424	1.39504	0.16021	0.15838	0.15259	0.16192	0.1583
12	30	0.0212447537	1.18041	0.15346	0.1549	0.15727	0.15821	0.15428
12	31	0.0212447537	0.95947	0.15226	0.15286	0.1531	0.15418	0.15535
12	32	0.0042489507	2.7287	0.16406	0.1752	0.16226	0.17124	0.17495
12	33	0	4.99927	0.1746	0.17426	0.16982	0.17319	0.16999
12	34	0	4.26036	0.17417	0.17256	0.17006	0.18186	0.17744
12	35	0.0033991606	1.59506	0.15735	0.16014	0.1661	0.16392	0.16961
12	36	0.0212447537	1.16972	0.15961	0.15702	0.15826	0.15053	0.15929
12	37	0.0079667826	1.54881	0.16256	0.16395	0.1603	0.16497	0.16149
12	38	0	2.39367	0.16673	0.16769	0.16595	0.1634	0.17266
12	39	0.0106223769	1.79762	0.1597	0.16977	0.17141	0.16555	0.17332
12	40	0.0212447537	1.54595	0.16095	0.16186	0.17376	0.15733	0.16265
12	41	0.0135966424	1.24674	0.15719	0.15503	0.1563	0.16463	0.15499
12	42	0.0159335653	1.15386	0.15369	0.1605	0.15843	0.15564	0.16081
12	43	0	3.87963	0.16851	0.16526	0.16995	0.17309	0.17652
12	44	0.0024171809	1.95354	0.168	0.17559	0.16463	0.17458	0.16237
12	45	0.016995803	1.47384	0.15561	0.16121	0.16362	0.15594	0.16245
12	46	0.0050987409	1.59417	0.1679	0.16288	0.15816	0.16566	0.1695
12	47	0.0212447537	0.53921	0.14805	0.13974	0.13807	0.13649	0.14012
12	48	0.0053111884	1.66278	0.16034	0.15786	0.16499	0.17169	0.16851
12	49	0.0084979015	1.72696	0.16804	0.16713	0.16312	0.17053	0.15776
12	50	0.0212447537	0.25415	0.12325	0.12093	0.11355	0.10699	0.11362
12	51	0.0027193285	2.56728	0.1631	0.16811	0.16544	0.16773	0.16191
12	52	0	2.56608	0.16818	0.16431	0.17067	0.16927	0.17502
12	53	0	3.62984	0.1803	0.16691	0.16701	0.16953	0.17707
12	54	0.0212447537	0.31106	0.12842	0.1205	0.11951	0.12444	0.12948
12	55	0	2.37805	0.17562	0.17013	0.16585	0.17131	0.16378
12	56	0	3.08568	0.17089	0.16702	0.1728	0.17039	0.17376
12	57	0	4.18466	0.16698	0.16844	0.17346	0.17911	0.1779
12	58	0.0027193285	2.97003	0.17606	0.16464	0.1664	0.17552	0.16166
12	59	0	2.14347	0.16709	0.16687	0.16691	0.16873	0.17367
12	60	0.016995803	1.85597	0.16573	0.15978	0.16731	0.16297	0.17289
12	61	0.0212447537	0.37017	0.12123	0.12422	0.12584	0.1256	0.12682
12	62	0	5.73458	0.17766	0.17029	0.16942	0.1767	0.18026
12	63	0	2.30341	0.16938	0.1668	0.16744	0.16545	0.17185
12	64	0.016995803	0.81731	0.16294	0.14477	0.16128	0.1425	0.15227
12	65	0.0212447537	0.5925	0.147	0.14398	0.14298	0.13764	0.13931
12	66	0	3.14212	0.17167	0.17136	0.16699	0.17207	0.17546
12	67	0	4.52855	0.17498	0.17382	0.17211	0.17257	0.16814
12	68	0.0212447537	0.25643	0.11892	0.11387	0.11274	0.11326	0.11402
12	69	0	4.90199	0.17156	0.17107	0.17648	0.16923	0.17407
12	70	0.0212447537	0.0842	0.12846	0.13798	0.12836	0.1221	0.1247
12	71	0.0095601392	1.74421	0.16113	0.16758	0.16322	0.1625	0.16554
12	72	0	3.28273	0.17341	0.16676	0.17122	0.17797	0.17414
12	73	0.0212447537	0.58415	0.14328	0.13714	0.14538	0.1398	0.13789
12	74	0.0212447537	0.99611	0.1615	0.15598	0.15683	0.14838	0.15038
12	75	0	8.5494	0.17871	0.17364	0.17525	0.17845	0.17121
12	76	0.016995803	1.48803	0.16251	0.15645	0.16161	0.15948	0.16617
12	77	0.0135966424	1.33927	0.15446	0.15685	0.16121	0.15579	0.16186
12	78	0.0063734261	1.85272	0.1598	0.16305	0.16721	0.15904	0.1608
12	79	0.0042489507	1.5301	0.16383	0.15982	0.16165	0.16025	0.16231
12	80	0.0159335653	1.36166	0.17125	0.16156	0.15598	0.15858	0.16124
12	81	0.016995803	0.73282	0.14729	0.15127	0.14499	0.14185	0.1499
12	82	0.0212447537	0.75368	0.14397	0.15937	0.15476	0.15098	0.14677
12	83	0.0212447537	0.41724	0.13732	0.12523	0.13068	0.13324	0.13617
12	84	0.0212447537	1.12442	0.15629	0.15638	0.15546	0.15534	0.15708
12	85	0.0021244754	2.11285	0.16412	0.16024	0.15943	0.16102	0.16669
12	86	0.0212447537	1.45197	0.17028	0.15427	0.16148	0.15641	0.16866
12	87	0.0212447537	1.16285	0.15537	0.15652	0.15831	0.16021	0.16179
12	88	0	3.76459	0.17217	0.16536	0.17736	0.17592	0.17134
12	89	0.0212447537	0.53391	0.13536	0.13289	0.14749	0.13418	0.13789
12	90	0.0212447537	1.09931	0.15394	0.15059	0.15041	0.15687	0.15615
12	91	0.0212447537	0.1979	0.10895	0.10787	0.11602	0.10946	0.11564
12	92	0.0101974818	1.48121	0.16011	0.16325	0.1599	0.15992	0.1612
12	93	0.0212447537	0.80643	0.15152	0.15004	0.14754	0.15509	0.15834
12	94	0	3.42735	0.17174	0.16569	0.17057	0.16713	0.17138
12	95	0	3.48745	0.16448	0.17431	0.16508	0.17998	0.17056
12	96	0	5.33731	0.17446	0.17545	0.17158	0.16917	0.16996
12	97	0.0212447537	0.20874	0.11039	0.11067	0.1079	0.1121	0.11032
12	98	0.0014163169	2.33945	0.16984	0.16735	0.16915	0.1691	0.16103
12	99	0.0113305353	1.67557	0.16382	0.16845	0.16088	0.16956	0.1656
12	100	0.0081579854	1.37747	0.16062	0.15526	0.15991	0.15633	0.16303
13	1	0.0026961243	1.54372	0.1801	0.16078	0.17166	0.16328	0.15785
13	2	0.0224677027	0.75195	0.151	0.14414	0.14257	0.15316	0.1432
13	3	0.0224677027	1.2395	0.1661	0.15841	0.1549	0.15363	0.15963
13	4	0.0053922486	2.02961	0.16813	0.17035	0.16897	0.17476	0.15946
13	5	0	2.22543	0.16752	0.1623	0.17765	0.16808	0.16799
13	6	0	4.48504	0.17757	0.17653	0.18023	0.16809	0.17382
13	7	0.0119827748	0.99591	0.14725	0.15706	0.14875	0.15527	0.14948
13	8	0	3.05864	0.17307	0.16908	0.16816	0.17832	0.16979
13	9	0	2.9368	0.16467	0.16667	0.17883	0.1708	0.1717
13	10	0.0179741621	0.97753	0.15883	0.15208	0.15535	0.15658	0.16101
13	11	0	2.71022	0.16576	0.1655	0.16602	0.17591	0.16566
13	12	0.0067403108	1.61254	0.16905	0.16512	0.1614	0.16194	0.16399
13	13	0.0224677027	0.1715	0.10538	0.1193	0.10869	0.1083	0.10898
13	14	0.016850777	1.3067	0.16736	0.1569	0.16275	0.15945	0.15537
13	15	0	5.39658	0.16827	0.18242	0.17287	0.1733	0.16922
13	16	0.0089870811	1.80209	0.16175	0.16292	0.17253	0.1639	0.16571
13	17	0	2.64009	0.17375	0.16684	0.16831	0.16939	0.17051
13	18	0.0067403108	1.84975	0.15798	0.16056	0.16362	0.17114	0.16042
13	19	0	3.55938	0.18199	0.16939	0.17285	0.16728	0.17427
13	20	0	1.92237	0.16858	0.16293	0.1709	0.16592	0.1626
13	21	0	5.99925	0.17173	0.17013	0.17469	0.16957	0.17535
13	22	0	7.7021	0.1777	0.17862	0.18104	0.16978	0.17692
13	23	0.0224677027	0.26893	0.11447	0.11704	0.12086	0.10955	0.1095
13	24	0	3.22946	0.17223	0.18068	0.1651	0.16999	0.17226
13	25	0.0224677027	0.74352	0.14414	0.15138	0.15176	0.15102	0.14871
13	26	0.0224677027	0.88701	0.14502	0.15337	0.15615	0.16247	0.14716
13	27	0.0224677027	0.6144	0.1424	0.14532	0.14445	0.14054	0.14428
13	28	0	2.56711	0.16777	0.16239	0.17031	0.16975	0.16663
13	29	0.0143793297	1.39504	0.16021	0.15838	0.15259	0.16192	0.1583
13	30	0.0224677027	1.18041	0.15346	0.1549	0.15727	0.15821	0.15428
13	31	0.0224677027	0.88305	0.15425	0.14957	0.15202	0.15126	0.15894
13	32	0	2.7287	0.16406	0.1752	0.16226	0.17124	0.17495
13	33	0	4.99927	0.1746	0.17426	0.16982	0.17319	0.16999
13	34	0	4.26036	0.17417	0.17256	0.17006	0.18186	0.17744
13	35	0.0035948324	1.47411	0.15792	0.16033	0.16863	0.16443	0.16734
13	36	0.0224677027	1.21608	0.16206	0.15534	0.15768	0.15591	0.16153
13	37	0.0056169257	1.51508	0.16672	0.16231	0.17123	0.16018	0.15584
13	38	0	2.39367	0.16673	0.16769	0.16595	0.1634	0.17266
13	39	0.0112338513	1.79762	0.1597	0.16977	0.17141	0.16555	0.17332
13	40	0.016850777	1.54595	0.16095	0.16186	0.17376	0.15733	0.16265
13	41	0.0143793297	1.24674	0.15719	0.15503	0.1563	0.16463	0.15499
13	42	0.016850777	1.10755	0.15893	0.16405	0.16113	0.1625	0.15435
13	43	0	3.87963	0.16851	0.16526	0.16995	0.17309	0.17652
13	44	0	1.95354	0.168	0.17559	0.16463	0.17458	0.16237
13	45	0.0134806216	1.47384	0.15561	0.16121	0.16362	0.15594	0.16245
13	46	0.0053922486	1.59417	0.1679	0.16288	0.15816	0.16566	0.1695
13	47	0.0224677027	0.56942	0.13451	0.14074	0.13992	0.13605	0.13747
13	48	0.0056169257	1.66278	0.16034	0.15786	0.16499	0.17169	0.16851
13	49	0.0089870811	1.55932	0.15925	0.17001	0.17246	0.15526	0.16062
13	50	0.0224677027	0.31584	0.11721	0.1248	0.12365	0.1227	0.11825
13	51	0.0028758659	2.56728	0.1631	0.16811	0.16544	0.16773	0.16191
13	52	0	2.56608	0.16818	0.16431	0.17067	0.16927	0.17502
13	53	0	3.62984	0.1803	0.16691	0.16701	0.16953	0.17707
13	54	0.0224677027	0.29857	0.11891	0.11439	0.12119	0.12436	0.12308
13	55	0	2.37805	0.17562	0.17013	0.16585	0.17131	0.16378
13	56	0	3.08568	0.17089	0.16702	0.1728	0.17039	0.17376
13	57	0	4.18466	0.16698	0.16844	0.17346	0.17911	0.1779
13	58	0.0028758659	2.97003	0.17606	0.16464	0.1664	0.17552	0.16166
13	59	0	2.14347	0.16709	0.16687	0.16691	0.16873	0.17367
13	60	0.0179741621	1.73332	0.17083	0.16741	0.1582	0.16638	0.16341
13	61	0.0224677027	0.41026	0.13104	0.12964	0.12543	0.13466	0.13191
13	62	0	5.73458	0.17766	0.17029	0.16942	0.1767	0.18026
13	63	0	2.30341	0.16938	0.1668	0.16744	0.16545	0.17185
13	64	0.0179741621	0.78797	0.15142	0.15396	0.1501	0.14521	0.1505
13	65	0.0224677027	0.5925	0.147	0.14398	0.14298	0.13764	0.13931
13	66	0	3.14212	0.17167	0.17136	0.16699	0.17207	0.17546
13	67	0	4.52855	0.17498	0.17382	0.17211	0.17257	0.16814
13	68	0.0224677027	0.35354	0.12403	0.13056	0.12556	0.12277	0.12626
13	69	0	4.90199	0.17156	0.17107	0.17648	0.16923	0.17407
13	70	0.0224677027	0.08172	0.12924	0.12823	0.12827	0.13163	0.13019
13	71	0.0050552331	1.78897	0.16334	0.16075	0.16661	0.16132	0.16379
13	72	0	3.28273	0.17341	0.16676	0.17122	0.17797	0.17414
13	73	0.0224677027	0.56863	0.13735	0.13899	0.13822	0.14481	0.13426
13	74	0.0224677027	1.1446	0.1583	0.16376	0.15341	0.15999	0.15233
13	75	0	8.5494	0.17871	0.17364	0.17525	0.17845	0.17121
13	76	0.0134806216	1.48803	0.16251	0.15645	0.16161	0.15948	0.16617
13	77	0.0143793297	1.33927	0.15446	0.15685	0.16121	0.15579	0.16186
13	78	0.0067403108	1.85272	0.1598	0.16305	0.16721	0.15904	0.1608
13	79	0.0033701554	1.5301	0.16383	0.15982	0.16165	0.16025	0.16231
13	80	0.016850777	1.23862	0.15959	0.15625	0.15635	0.16021	0.15784
13	81	0.0179741621	0.79428	0.15451	0.14881	0.14875	0.14731	0.14695
13	82	0.0224677027	0.65326	0.14033	0.14845	0.13654	0.15088	0.14648
13	83	0.0224677027	0.47819	0.13572	0.14834	0.13759	0.13195	0.1333
13	84	0.0224677027	1.023	0.15634	0.15757	0.15621	0.15756	0.15021
13	85	0.0022467703	2.07415	0.17976	0.1631	0.16536	0.16196	0.16122
13	86	0.0224677027	1.54855	0.16607	0.16032	0.16168	0.15938	0.15916
13	87	0.0224677027	1.16285	0.15537	0.15652	0.15831	0.16021	0.16179
13	88	0	3.76459	0.17217	0.16536	0.17736	0.17592	0.17134
13	89	0.0224677027	0.58449	0.13491	0.1564	0.14427	0.13935	0.13818
13	90	0.0224677027	1.09931	0.15394	0.15059	0.15041	0.15687	0.15615
13	91	0.0224677027	0.1979	0.10895	0.10787	0.11602	0.10946	0.11564
13	92	0.0107844973	1.18328	0.15966	0.16013	0.16035	0.15429	0.17295
13	93	0.0224677027	0.77531	0.15587	0.15056	0.14894	0.1499	0.14217
13	94	0	3.42735	0.17174	0.16569	0.17057	0.16713	0.17138
13	95	0	3.48745	0.16448	0.17431	0.16508	0.17998	0.17056
13	96	0	5.33731	0.17446	0.17545	0.17158	0.16917	0.16996
13	97	0.0224677027	0.12425	0.10996	0.11979	0.11731	0.11549	0.11339
13	98	0.0014978468	2.33945	0.16984	0.16735	0.16915	0.1691	0.16103
13	99	0.0119827748	1.76419	0.15826	0.15793	0.17091	0.16868	0.16177
13	100	0.0086275978	1.47216	0.16018	0.16645	0.16468	0.16489	0.15538
14	1	0.01	0.71426	0.15337	0.14735	0.14666	0.14611	0.14911
14	2	0.01	0.81521	0.14495	0.15169	0.14327	0.14817	0.15681
14	3	0.01	0.27474	0.12563	0.11893	0.11372	0.11527	0.1186
14	4	0.01	0.99591	0.14725	0.15706	0.14875	0.15527	0.14948
14	5	0.01	1.21715	0.16067	0.15463	0.15723	0.15629	0.16473
14	6	0.01	1.16507	0.15535	0.15814	0.15486	0.16846	0.15129
14	7	0.01	1.64838	0.16565	0.15872	0.16027	0.15985	0.15628
14	8	0.01	0.13058	0.09772	0.11042	0.11284	0.11001	0.11725
14	9	0.01	0.3395	0.12739	0.12461	0.1304	0.12502	0.13298
14	10	0.01	1.06707	0.16385	0.15275	0.1589	0.15694	0.15895
14	11	0.01	1.1599	0.15723	0.15393	0.15611	0.15324	0.15863
14	12	0.01	1.2801	0.15937	0.16645	0.15916	0.15711	0.15822
14	13	0.01	0.39865	0.12959	0.13791	0.12073	0.12784	0.12771
14	14	0.01	1.60333	0.16349	0.16058	0.15776	0.1687	0.15801
14	15	0.01	1.84975	0.15798	0.16056	0.16362	0.17114	0.16042
14	16	0.01	1.5033	0.1613	0.16025	0.16055	0.16359	0.16498
14	17	0.01	0.31925	0.11771	0.12157	0.11682	0.12304	0.12399
14	18	0.01	1.15109	0.15399	0.16785	0.15358	0.162	0.15984
14	19	0.01	1.05554	0.15533	0.15705	0.15078	0.15581	0.15502
14	20	0.01	0.83743	0.14943	0.14348	0.15566	0.15082	0.14689
14	21	0.01	1.63784	0.16367	0.16904	0.15961	0.16098	0.17521
14	22	0.01	0.39452	0.12525	0.12852	0.13076	0.129	0.12647
14	23	0.01	0.602	0.14033	0.14267	0.13483	0.14364	0.13897
14	24	0.01	0.78301	0.15177	0.15335	0.14399	0.1552	0.15198
14	25	0.01	0.88737	0.15178	0.14973	0.15078	0.164	0.15406
14	26	0.01	0.78808	0.15331	0.15309	0.1544	0.14946	0.14715
14	27	0.01	0.2567	0.11516	0.11681	0.11363	0.11889	0.11878
14	28	0.01	1.12397	0.15233	0.16024	0.15471	0.15783	0.15622
14	29	0.01	1.119	0.15749	0.15831	0.16068	0.15499	0.16154
14	30	0.01	1.73332	0.17083	0.16741	0.1582	0.16638	0.16341
14	31	0.01	0.31584	0.11721	0.1248	0.12365	0.1227	0.11825
14	32	0.01	0.62094	0.1468	0.14649	0.14256	0.14929	0.14961
14	33	0.01	0.91549	0.15233	0.15279	0.15896	0.15226	0.15598
14	34	0.01	1.63273	0.15682	0.15761	0.15618	0.167	0.16241
14	35	0.01	1.60246	0.15986	0.16738	0.17197	0.16213	0.16108
14	36	0.01	1.49112	0.1617	0.16026	0.17308	0.16577	0.16387
14	37	0.01	1.16906	0.15765	0.15956	0.15542	0.15608	0.15899
14	38	0.01	0.9865	0.15766	0.15952	0.1541	0.14767	0.15983
14	39	0.01	0.83406	0.14814	0.14862	0.15971	0.15503	0.15038
14	40	0.01	0.88305	0.15425	0.14957	0.15202	0.15126	0.15894
14	41	0.01	1.10423	0.16463	0.15618	0.15685	0.15376	0.15625
14	42	0.01	0.15908	0.10357	0.10539	0.11029	0.10673	0.109
14	43	0.01	0.7344	0.15202	0.15055	0.14787	0.14401	0.1459
14	44	0.01	0.1715	0.10538	0.1193	0.10869	0.1083	0.10898
14	45	0.01	0.89189	0.15319	0.15128	0.15141	0.1558	0.14757
14	46	0.01	0.06808	0.14195	0.12686	0.15489	0.13235	0.14061
14	47	0.01	1.37935	0.16089	0.16188	0.15771	0.16208	0.15835
14	48	0.01	1.43345	0.15507	0.15246	0.15732	0.15907	0.15891
14	49	0.01	1.239	0.15516	0.15855	0.16264	0.15617	0.16261
14	50	0.01	1.73332	0.17083	0.16741	0.1582	0.16638	0.16341
14	51	0.01	0.15748	0.11381	0.12392	0.10397	0.10679	0.11349
14	52	0.01	0.36128	0.12115	0.12333	0.12199	0.1316	0.127
14	53	0.01	1.11072	0.15512	0.15306	0.15056	0.157	0.15155
14	54	0.01	0.73423	0.15163	0.15427	0.14707	0.14511	0.14711
14	55	0.01	1.54855	0.16607	0.16032	0.16168	0.15938	0.15916
14	56	0.01	0.53695	0.13849	0.13693	0.13984	0.13465	0.13784
14	57	0.01	0.57327	0.14717	0.1446	0.13762	0.14132	0.13694
14	58	0.01	0.99325	0.15724	0.14579	0.1552	0.15784	0.16282
14	59	0.01	1.11687	0.16041	0.15834	0.15782	0.16056	0.15632
14	60	0.01	1.55932	0.15925	0.17001	0.17246	0.15526	0.16062
14	61	0.01	0.80008	0.14939	0.15149	0.14974	0.15127	0.14312
14	62	0.01	0.52738	0.14458	0.13835	0.1447	0.1378	0.14024
14	63	0.01	1.89945	0.16835	0.16041	0.168	0.16159	0.17694
14	64	0.01	0.43715	0.13522	0.13486	0.13159	0.13319	0.13408
14	65	0.01	1.6344	0.16125	0.16286	0.15673	0.17182	0.16911
14	66	0.01	1.39504	0.16021	0.15838	0.15259	0.16192	0.1583
14	67	0.01	0.50822	0.13541	0.14195	0.12864	0.13662	0.13433
14	68	0.01	1.84975	0.15798	0.16056	0.16362	0.17114	0.16042
14	69	0.01	0.5925	0.147	0.14398	0.14298	0.13764	0.13931
